transaction_id,user_id,merchant_id,amount,timestamp,location,label
8f82fa26-c9ee-4226-8969-83f2d8d0a8b2,15754,3924,18.76,2024-03-18 03:16:46,Delhi,1
991d0b90-d531-49e6-9e1d-e827cb1672a2,12673,2212,11.77,2024-09-22 03:43:14,Delhi,0
a128189b-95c1-4f4e-9b97-b234c1c9b910,14980,1042,15.03,2024-06-02 21:57:43,Ahmedabad,0
a2cbadb3-1183-4293-bfb3-56f71c5290d3,3752,2482,6.25,2024-07-16 19:34:51,Ahmedabad,0
9e63aad1-b19c-4ac5-a784-3b86fdd4fc14,4367,2230,39.35,2024-11-04 12:34:25,Pune,0
30cb817a-a442-42e0-b0e6-532d7f8cd9bf,17503,3830,74.95,2024-11-17 11:27:29,Delhi,0
33f31880-4de0-44bd-a956-29d3486348de,10810,4501,120.98,2024-04-12 01:12:28,Hyderabad,0
a1e0d05a-9642-4682-baa4-b8cfda6f8d72,19053,1040,33.37,2024-08-10 12:14:08,Bengaluru,0
3b9f2a58-cee1-43c4-9aab-11a2362d30ab,16186,2838,17.04,2024-10-26 21:30:39,Ahmedabad,0
9f9b1aef-c6bc-42da-84ce-e04bcf0997a6,12769,2607,83.56,2024-11-10 08:33:20,Kolkata,0
cc243f35-2251-4a2c-b52d-0266e92e3992,4457,2547,154.85,2024-07-29 21:36:23,Ahmedabad,0
1fc114a2-7587-4596-bb40-dee5f7ba6358,11930,3745,9.78,2024-11-07 18:16:00,Bengaluru,0
f44d3d50-084c-43c2-89af-c43474785a52,16220,3036,29.16,2024-10-20 06:38:36,Ahmedabad,0
1d01a60b-f077-420b-9e25-0001630ab4f6,7938,1008,24.23,2024-02-28 10:46:57,Kolkata,0
4b85e460-0df6-45ce-9149-9fdb9ccfb419,19392,2094,3.85,2024-02-17 17:40:09,Pune,0
356103d5-0b26-4e19-baa5-ea5eca2cbc8d,3059,675,3.1,2024-09-26 09:54:16,Mumbai,0
9acd5149-6019-46d7-9836-04d9cdcb98d3,1237,2645,22.87,2024-11-26 15:29:31,Pune,0
4b498145-439a-4586-acc7-dfbccc62f730,1652,4490,40.48,2024-10-04 13:12:36,Pune,0
9f5a1cb1-3871-436d-b50b-3e86383218d6,15372,2713,3.69,2024-04-06 15:38:22,Hyderabad,0
5db6c957-6d56-40cc-bdc6-460e4ef38b83,19633,4915,46.62,2024-06-28 20:12:20,Chennai,1
a895acf8-fdf8-47ef-985d-5c4b2ba0f45a,11802,3813,25.29,2024-04-30 08:32:34,Chennai,0
61bdcb1a-95c0-4719-9947-52a0f32883ad,4917,170,33.69,2024-11-15 05:11:59,Lucknow,0
f52d5283-d8e7-4406-8695-bf35cd65e190,16727,4495,61.06,2024-08-23 21:35:22,Jaipur,0
4353c514-30de-4e3a-82cc-6739171ba1d1,8970,110,26.91,2024-04-03 08:47:41,Hyderabad,0
f219f924-83ad-464a-9400-52bf572f8c05,16279,2692,38.77,2024-05-01 18:01:29,Mumbai,0
c161c007-cecb-4a8e-955b-572bfaf14d4d,9804,446,3.22,2024-10-25 05:04:48,Jaipur,0
f1736974-0a67-4833-b79a-c29f89412481,14296,3407,21.83,2024-02-22 08:52:24,Chennai,0
2e36e623-35b6-448c-94f0-e929df374661,8336,2565,74.39,2024-04-12 19:44:34,Pune,0
88b06c26-8401-44bd-8300-3bcaa164e9df,19570,4064,16.61,2024-02-13 19:07:13,Bengaluru,0
0dc2b26e-905d-40b5-b3a6-58331cdaae9a,11982,1171,34.05,2024-02-22 05:37:54,Kolkata,0
faa56e09-3296-4f8a-85bd-ba6c316f41d2,10560,458,297.79,2024-03-20 15:43:11,Jaipur,0
8ad7f839-f8ed-48d2-a5a9-e8cc9e56f09a,12447,3490,183.93,2024-08-29 14:29:25,Bengaluru,0
98aa8b0f-677c-4093-a9cf-300bc91b9fc6,538,2501,7.18,2024-07-22 05:07:24,Lucknow,0
ffb95524-1826-4409-bd03-6e9bfbb9329d,12934,3661,4.79,2024-12-12 04:39:00,Lucknow,0
6a8a0180-32a5-4ef6-8087-24e35c15507a,11255,1831,35.77,2024-08-16 10:55:20,Delhi,0
7984a8c4-4ccd-43f8-8f7c-8a2e5ddf6224,19229,4109,31.57,2024-08-24 18:10:00,Chennai,0
0f06b9e4-1f6d-4408-8aa3-4ff4d2c9ac53,18207,2906,29.38,2024-12-18 17:54:12,Jaipur,0
a2e790ef-d6ea-4f6b-a6c8-07bd4221fca1,4893,1567,24.32,2024-07-04 17:49:17,Pune,0
f59f7e44-afa7-44d2-97f8-864e2325eeb1,631,144,10.1,2024-05-02 20:23:38,Kolkata,0
c5706685-b239-4634-a9d5-5f35a7243e5d,2498,4693,36.83,2024-11-15 15:52:56,Lucknow,0
23a612f1-f6c3-4360-8f68-3fefce4332d8,15553,4848,36.09,2024-09-20 21:32:10,Mumbai,0
242e6195-8c15-4a65-9dea-eb0397259983,439,3914,29.35,2024-12-07 07:46:31,Ahmedabad,0
7a42522a-02c9-4223-9611-86bd7f6b1b9d,3108,4355,14.48,2024-11-11 05:07:41,Ahmedabad,0
de3afb1e-62fd-4d16-b4f9-f4a4882c846f,5813,4693,58.62,2024-07-26 19:30:44,Chennai,0
e61c927a-a108-40aa-91d8-6f4c8dc8cdad,1546,277,12.72,2024-09-05 04:42:25,Kolkata,0
87d68426-bd53-44ee-9b8e-a1948e7673b3,15300,3000,11.79,2024-01-08 11:58:16,Ahmedabad,0
7e2d2126-a982-4177-b07d-1ee95e7b6349,6957,4698,39.48,2024-07-07 11:37:25,Hyderabad,0
3a922bcb-2fd5-452c-b64a-94bf149d3142,16484,2474,18.8,2024-05-11 05:44:58,Chennai,1
d88872cb-c107-4a9c-9470-2154b9ad275c,11410,402,26.0,2024-02-19 18:20:40,Bengaluru,0
5dc2bb71-d68f-40c8-8d51-ce6d50b796d1,5598,3727,11.13,2024-01-16 05:49:39,Ahmedabad,0
02c9a701-eee7-4050-a47a-4038dd2b0804,18884,4311,22.23,2024-01-06 03:36:09,Bengaluru,0
cfe0bfd9-1790-49dd-aa1d-17364068267c,17806,1076,25.81,2024-05-17 02:17:28,Lucknow,0
cd5d8de3-30e7-4f1e-b287-8cc85e48eb11,1324,3878,72.33,2024-09-08 05:55:27,Bengaluru,0
0aec140a-8601-4d25-810d-0a4df3547d20,14366,1385,18.84,2024-12-10 05:27:37,Pune,0
0ee02cf2-4fcf-4e4e-8926-4c4e3333031f,2730,2359,6.21,2024-07-09 09:55:40,Delhi,0
d3e822ae-7dfd-4149-a38d-35c6cb1c82f2,15901,3868,63.39,2024-10-30 09:55:35,Mumbai,0
cc553b7e-f61c-465d-ad21-cbe33f53288b,18253,850,2.71,2024-10-16 14:31:28,Delhi,0
22d3a47b-db5a-4ddb-9bd5-2ff7a1f4ffa1,15679,2419,37.44,2024-08-14 18:18:31,Chennai,0
54c41476-d238-49d7-8f10-e467eab65e67,3200,3658,3.7,2024-10-27 10:21:38,Ahmedabad,0
0b957ced-4f41-49ff-b82a-05f7ec0680d8,11412,1744,8.67,2024-09-28 13:47:12,Jaipur,0
0641ad9e-8345-4778-b91f-1b6fbfec6db3,19842,4289,68.99,2024-08-19 16:56:50,Hyderabad,0
c2b7c739-fd1d-47b0-b9c2-47bc26a62105,6677,875,8.84,2024-10-07 00:46:42,Chennai,0
1e5d3159-f3a5-454f-a209-4bf73d780fcf,9213,2286,18.99,2024-10-06 05:58:28,Bengaluru,0
23a63369-f154-4a7c-aed5-7d759d8f1103,18920,139,9.99,2024-02-23 00:50:58,Hyderabad,0
097fd441-5906-4027-9754-a52a44f47af0,4360,1862,33.34,2024-05-04 08:41:24,Mumbai,0
512668af-91ea-4eef-9fd8-f3785bfef954,4686,4853,21.8,2024-07-17 15:08:19,Mumbai,0
b2a577ab-fd96-487c-aa4d-e11e549444e0,1461,2842,3.13,2024-06-29 14:24:43,Ahmedabad,0
7737ece2-076a-4cde-b8db-66b8a2af17a5,4878,4308,2.61,2024-07-15 20:18:56,Bengaluru,0
a5d76c1b-703b-48f8-857c-5d11f41caae2,13487,710,36.26,2024-06-07 01:53:31,Delhi,0
10ec14e7-db81-43f6-b700-d50043684d52,16534,1962,28.67,2024-12-10 19:38:19,Bengaluru,0
a07f8e8d-e94f-4e94-9152-d4ca8c8f8626,7897,1476,2.71,2024-09-23 18:58:07,Hyderabad,0
5ce0926a-b2fb-4604-b734-0125546340c3,9070,4637,24.2,2024-06-13 07:52:55,Delhi,0
d5afb0a8-7c46-4ef8-b3c6-dbdda90aa794,18971,1271,23.78,2024-11-15 19:42:47,Bengaluru,0
1612f219-1006-49d9-b8a8-2480a3bd9233,19841,2561,33.57,2024-01-15 03:11:30,Jaipur,0
ebbca615-cae5-49ee-ac75-5339d55df479,8353,4357,18.38,2024-09-26 23:25:01,Kolkata,0
b79c4dca-81fd-48b0-8b85-6e2d81e549dd,8529,1277,23.8,2024-10-21 13:45:25,Chennai,0
8dfbc5b3-9652-4b43-a529-85eda2033e5c,7396,3772,8.18,2024-05-13 17:17:36,Delhi,0
f30a01c4-a373-4944-862e-374c3e52b738,10359,3731,1.73,2024-03-27 09:43:55,Ahmedabad,0
9b65f2c4-68a8-4876-9841-cc5eb6b950df,2361,3112,15.85,2024-08-11 20:32:26,Chennai,0
f506baa0-b5d7-4e4e-9305-117b20189f93,4036,1793,28.09,2024-07-11 03:24:03,Hyderabad,0
57b7005b-e681-4346-8930-6f8ede505030,12804,1640,40.35,2024-04-11 19:08:13,Kolkata,1
e6f9c15c-536f-4773-b5f0-b37878bf0a29,8019,2261,11.92,2024-07-12 15:31:56,Delhi,0
03eea4d0-3441-4329-b0c6-7dcfe55ae3ad,144,4437,6.82,2024-02-23 23:24:58,Chennai,0
b0754ad1-8363-44e7-a146-e943a7385b5e,17811,3654,31.49,2024-09-23 21:22:48,Delhi,0
b8169f4a-d4b8-410f-acf1-aeef98890dc0,7583,4882,43.82,2024-03-20 08:19:43,Bengaluru,0
552ca422-11f6-408f-a935-2623540b18e2,4236,3001,24.05,2024-06-26 20:29:43,Bengaluru,0
d9e7eafd-8566-4638-92cc-d02d535bbe8c,12105,805,47.88,2024-10-31 06:41:43,Mumbai,0
55d2d1f1-b9f5-4e65-a9be-98baadab8c7d,2910,645,23.36,2024-05-24 19:10:24,Jaipur,0
7da473ee-7224-45e9-823a-1d83c7980bc5,10112,122,6.51,2024-05-04 00:57:02,Mumbai,0
fd612370-f4c8-464e-99d6-52d2bdd9a547,14872,1392,2.27,2024-07-25 03:32:36,Hyderabad,0
e1da6835-e621-47a8-99c5-3c453f2974cd,19733,1378,20.03,2024-12-22 05:37:30,Pune,0
98f364ef-b670-475f-9bc4-d569bb58f574,764,832,38.58,2024-07-27 01:37:23,Jaipur,0
d3775dac-9c87-435f-a17f-c3e54f2387a8,6396,2038,20.15,2024-01-02 20:31:31,Mumbai,0
639b0031-566e-4397-ae6a-62419f80621a,8675,414,14.16,2024-11-30 05:56:48,Chennai,0
83776b19-46d3-4e2d-b120-6988e0f4fead,10317,2320,59.32,2024-12-23 10:21:59,Kolkata,0
2e2cac2c-1d60-441e-9b9e-f6c9c3ed8453,6662,4046,55.7,2024-11-15 10:26:00,Delhi,0
6e4a070d-520c-421d-87d1-dde58bb90157,9422,355,22.03,2024-06-27 10:19:14,Kolkata,0
ce7b0565-9114-4a52-a695-7e6230de875b,10560,2841,14.16,2024-01-30 14:03:33,Bengaluru,0
0096250a-e172-4923-82ee-2bcc57d1fd5f,15479,1037,5.55,2024-07-02 09:20:33,Kolkata,0
e7611334-0ddf-45be-a037-5a4015bdc86a,1275,760,17.09,2024-04-06 06:30:34,Bengaluru,0
3f9d76e4-d57c-4b00-94df-6c017834dc1b,13400,2393,2.98,2024-10-25 23:53:39,Kolkata,0
bdf1078c-a87c-4677-938f-04e4ead457cf,4881,3639,4.29,2024-03-09 05:39:39,Jaipur,0
2b658f2d-5f91-4aa5-9f26-8dd45625e664,4840,3852,20.82,2024-04-10 16:22:46,Jaipur,0
51405e41-e52f-4ea8-af97-65fdade6c14c,12067,4838,6.57,2024-08-10 12:30:34,Chennai,0
d40f59fb-0ae9-45d1-b977-0c76a54061de,4568,3637,13.36,2024-07-07 20:01:05,Chennai,0
739cbb51-f0d2-4b23-9bb7-e7e5ec1c118f,2963,3352,33.38,2024-03-28 21:27:39,Jaipur,0
84fc85bc-92c9-4f2b-bced-f1be5296e5c2,2462,2593,21.67,2024-06-09 06:09:39,Bengaluru,0
373e4156-c683-41db-b3dd-8f7e82b9ba99,5960,4447,20.52,2024-10-14 20:18:15,Bengaluru,0
5b95ed7e-2922-4dd6-8a0b-9a302b73952b,9176,1914,9.36,2024-07-21 15:49:46,Chennai,0
a739fce2-f2de-4815-86d9-8b2b73a810da,15024,4112,5.04,2024-11-16 09:29:21,Delhi,0
2596f90d-acd4-4fdb-8805-deff4748c073,11759,593,6.67,2024-08-05 08:03:30,Delhi,0
8129e15c-30fb-48de-b418-05eb6c18e8b9,18335,417,14.24,2024-07-15 20:25:34,Ahmedabad,0
6a52690c-b08b-45c7-bf68-c53639003e49,15542,2240,9.01,2024-11-20 03:59:53,Chennai,0
66458fae-e0a7-413d-b1d5-72a9f534a641,2254,3203,9.16,2024-09-10 11:27:29,Lucknow,1
701a532c-1d7c-408c-add3-ea33d8daa3c3,18368,3854,24.76,2024-05-06 02:41:52,Jaipur,0
21db92c2-3896-48e0-bb73-490019ff6f6c,6999,3761,64.96,2024-12-26 02:13:10,Hyderabad,0
6e04d36b-c1c8-4b9f-b958-4d3802cfb860,15473,2330,8.86,2024-05-19 05:27:19,Lucknow,0
a87ab85f-fc26-4935-81d8-d616bdec0cdd,12994,3577,132.41,2024-04-30 12:26:38,Jaipur,0
bbda2a07-661a-4991-9a32-794d06d2ac75,2648,15,44.92,2024-04-20 01:35:52,Bengaluru,0
8246a18f-ff05-4a59-a6b2-6e3d95bd6d60,4447,1361,25.22,2024-01-12 06:54:39,Chennai,1
7cb71bc1-81c2-479c-8d5f-8411064ae09a,12387,3119,13.11,2024-09-05 10:08:03,Chennai,0
8d6e554b-d286-48a8-bf77-58ef0ff594de,17256,715,19.57,2024-09-21 04:39:55,Kolkata,0
b47e3ef6-8e88-49fc-ab7f-6e877f618cf2,7644,187,13.9,2024-08-07 02:39:35,Jaipur,0
20c0df6a-a17b-4bc9-84da-85824a8d9f0a,10439,146,2.96,2024-07-16 02:07:07,Bengaluru,0
5425d61d-749f-4add-8d9c-3d4596cf52ef,18816,1807,20.97,2024-08-13 03:39:41,Pune,0
96fecb36-1645-4817-b629-36f1b27f118e,7901,730,19.18,2024-04-16 22:09:59,Chennai,0
4eb7e333-ef24-43c3-a5aa-f487afa5d9a9,19665,54,6.06,2024-10-02 14:04:53,Jaipur,0
4cd2a3cc-3a2b-48f8-9123-4eeb481f961d,6154,3073,9.77,2024-10-11 01:26:21,Delhi,0
2f2d3735-0dbd-4d96-b3e5-6d9b6925982a,7141,2382,6.41,2024-02-15 21:17:02,Jaipur,0
18bc2acf-8b32-4dd7-889b-6d0a1040f41b,14199,1140,83.22,2024-02-09 06:59:39,Delhi,0
04db8e76-bcc6-4260-8de2-d97e5f3532de,1658,1276,1.83,2024-02-23 04:43:03,Mumbai,0
14065ff5-68c7-48b4-b4c7-6d9693f9d708,19013,4522,35.27,2024-04-28 22:49:17,Bengaluru,0
f57440ee-56b7-4174-b972-16deca2d1eee,12797,2150,92.91,2024-11-26 00:44:51,Hyderabad,0
2b7700be-bdfb-4da7-a107-71c387789448,7684,1943,5.57,2024-06-06 02:22:04,Mumbai,0
60de2e3a-116a-4401-8139-475b7b065f94,9125,1939,3.55,2024-04-02 09:48:36,Ahmedabad,0
36e2f0db-abe8-403d-8811-ef3a464bb742,4442,3663,249.74,2024-10-05 18:43:11,Jaipur,0
ad7b7e0b-fb04-415a-aa1a-ccac4ec61389,10162,3768,50.39,2024-09-19 10:56:25,Delhi,1
420f0f38-6aa6-47e3-84e6-f6bd8c4394a3,19660,2296,39.06,2024-04-23 02:50:01,Delhi,0
8128478a-14d9-4187-a5e0-41677d06b3ac,18166,1977,5.97,2024-12-08 23:38:52,Mumbai,0
dc7f2df8-e9b2-4ec5-a754-9f9766b2e9bf,12910,1548,17.02,2024-08-04 22:43:19,Kolkata,0
a88ea834-f2de-45f6-bfbe-249374e3a309,8648,4141,13.22,2024-06-26 05:55:25,Ahmedabad,0
5a036321-dafe-4e71-b6b5-60c071514361,12908,1728,15.01,2024-04-04 21:20:36,Lucknow,0
93246c73-fff0-4972-83ec-7d7a134b38af,15414,1910,15.34,2024-03-11 11:46:28,Chennai,0
8d3b93a8-5e21-4821-9fd2-5fa6aacbc02c,4405,264,11.03,2024-11-25 15:34:40,Kolkata,0
09deabe9-c4f2-4d7c-8f0b-7c14b599d898,13840,50,3.32,2024-09-26 04:55:29,Jaipur,0
306a65ce-7742-4b3d-8bc4-29c4a2b81687,1992,3007,16.21,2024-04-12 10:46:56,Mumbai,0
fe1ba623-9b7a-40c3-99c6-7a8cf1b75c1f,10837,980,19.14,2024-08-08 07:31:31,Pune,0
c86a0147-f83a-4af1-8ae4-aa98ddfcc7d7,973,1859,40.78,2024-06-03 04:09:24,Lucknow,1
b4bda645-e5a4-498f-a4a3-e0c51baf273e,12612,4693,36.79,2024-11-17 21:24:02,Delhi,0
a07503d5-b182-4ef8-9027-b96bb6cc91e8,19633,4138,18.56,2024-05-23 16:11:18,Mumbai,0
80d32aae-ec3a-4840-bd38-951fc90acde6,16539,4131,44.24,2024-01-06 11:45:39,Pune,0
0a6444d0-ad1d-418f-b52b-247b708c4489,19782,4701,137.91,2024-10-19 01:41:50,Pune,0
d8506dc0-0b24-4bc6-80dc-405a9dbf2601,11301,3385,12.55,2024-07-08 19:00:46,Jaipur,0
7fa2cd9c-8799-4053-881e-dfe85ffc8220,5455,2700,17.57,2024-10-11 09:40:40,Jaipur,0
1763be89-d111-4c2c-9f26-fde302389394,512,3669,20.51,2024-09-08 20:15:09,Delhi,0
4169a84f-44b1-4d5b-8d27-81c958b79b53,18027,1140,42.21,2024-08-26 22:58:31,Ahmedabad,0
c042db4d-a8f5-49ec-8134-552d2164533e,4661,354,12.42,2024-08-06 06:35:46,Ahmedabad,0
7725750f-36b5-4e62-a8a7-52eda44b524e,15270,1434,493.9,2024-04-23 13:18:28,Delhi,0
93ad2f20-fdd7-4a7f-ad08-62d849bd1ea3,1883,4395,16.77,2024-10-07 19:28:20,Jaipur,0
56924e4e-4925-4133-9678-b6db34bd287f,10728,4488,35.04,2024-07-02 04:32:06,Ahmedabad,1
0408da11-abb0-4f3b-aac8-7d99a393b05a,10038,229,336.68,2024-04-23 23:54:34,Pune,0
6f3f8afa-fe2b-40ca-8d93-e5cbfd79a983,15888,140,24.09,2024-05-28 10:07:34,Jaipur,0
0c791c05-90dc-446f-8849-82c87ddfeb5e,7511,3511,11.02,2024-06-11 02:49:31,Jaipur,0
92b1b1ce-b858-4b1a-bc85-dc7f9e2e5b25,12025,3202,6.16,2024-02-19 07:19:42,Bengaluru,0
6e459abc-187c-4f7c-b7a9-7411b25215f8,7114,3451,27.23,2024-08-12 18:40:55,Chennai,0
c3fe98d9-03a5-45fb-8ccf-c88f9cdac769,14162,103,10.7,2024-08-31 08:01:25,Chennai,0
9554f469-23f4-4c56-85e6-08f0a057aeec,14117,2083,3.98,2024-09-20 07:02:47,Chennai,0
a1faa289-2a75-4758-809b-1ddad6174fdc,12681,3572,10.23,2024-04-22 08:39:01,Chennai,0
c8e78e46-757b-4367-89d1-d5bbbd840a91,4092,4030,103.98,2024-05-10 17:25:20,Kolkata,0
0e9ab2a5-c45c-4600-980f-6499d6d39ba2,18644,4588,8.04,2024-10-04 08:41:36,Hyderabad,1
b8c4a233-425b-45ce-9a26-92c3a1664821,19513,2509,12.5,2024-08-20 02:59:22,Hyderabad,0
38f0c563-e7d1-4a60-889b-78726f540db2,5627,4998,3.01,2024-09-17 01:24:30,Chennai,0
6409d0b2-8495-4ee6-8341-ae2f13acf950,9675,4573,13.15,2024-12-09 08:11:41,Hyderabad,0
faa90766-aa17-445e-b119-653701972f0f,17777,4188,67.3,2024-12-14 10:22:20,Hyderabad,0
1404a206-8241-4a65-80ee-95e2e649ae9e,4307,2110,12.77,2024-03-12 16:40:18,Lucknow,0
ea8b4278-db3c-4c5e-ad84-41a877fd9985,19946,1795,24.29,2024-10-14 15:31:58,Lucknow,0
2dc9b642-21b2-43a3-86d5-01babc5f4be6,18365,4205,42.91,2024-01-18 10:49:32,Delhi,0
9522998a-10cd-476e-9c2d-a43162aca931,4747,2293,34.74,2024-02-11 15:53:55,Ahmedabad,0
eaa83860-78b0-4bb0-a0fd-0aad6e9ebe7a,3156,4620,47.08,2024-03-11 05:16:31,Chennai,0
0a379508-e764-4f77-a1c7-25ee170f6f0b,14556,3615,4.93,2024-11-30 05:01:51,Lucknow,0
1628a19e-68d4-43ba-884c-989365fc5f37,17958,614,135.52,2024-05-28 03:49:06,Kolkata,0
fdc14a87-f299-467b-b694-743da7023ca8,9503,4018,88.78,2024-02-19 04:04:27,Mumbai,0
e3fc0b50-972a-4ad8-a1eb-648c7b20ab26,5837,3865,24.52,2024-06-04 11:30:07,Kolkata,0
72b0901e-2ce6-431b-8b4e-0378a593b2ba,13189,609,46.19,2024-02-01 14:41:04,Delhi,0
9a9ea6c5-35b1-42ad-8ee5-9e99ef61cb03,19791,1180,80.46,2024-12-08 10:11:39,Jaipur,0
396f47b7-41d2-41df-baf9-61b82dd73965,8401,536,34.47,2024-05-30 05:21:45,Lucknow,0
1e2d4292-7b75-4732-9cec-b591bbf22c9c,665,522,25.86,2024-06-24 16:17:11,Hyderabad,0
aba8cb34-46f4-4e95-9d67-4d7256dfa8df,2056,2513,32.18,2024-06-14 02:22:35,Delhi,0
7afd81af-fb9c-4613-95da-0e4d10892228,8717,3537,60.86,2024-04-06 15:33:10,Ahmedabad,0
b5e5da1b-4b5d-4f2a-9f2b-61c51bb7bcf2,6982,2467,184.69,2024-04-20 16:05:55,Jaipur,0
07a74faf-745d-451a-8dab-ad199f268887,6824,1591,13.02,2024-02-13 07:13:58,Kolkata,0
301d2e0c-8bd9-49fd-b585-2bef24a07253,3216,3736,24.54,2024-11-16 15:30:48,Lucknow,0
594838e1-b1c0-4ef8-8189-f7d69ebacca2,6176,4936,28.2,2024-08-04 11:06:49,Mumbai,0
a43a991c-5d88-4e5e-bd87-7386f35e50cb,13710,2645,40.53,2024-04-17 11:24:49,Hyderabad,0
504f8e48-41a4-4bb9-b71d-2e3583db2faf,2865,3570,5.0,2024-03-03 03:43:49,Ahmedabad,0
18d97380-48c4-4fdd-b8fd-5669426cb4f2,17578,1599,17.05,2024-12-15 01:02:50,Chennai,0
ad903487-930e-4a9f-baf6-4e5222f6bcb6,5810,2662,6.11,2024-05-07 05:13:39,Pune,0
1c767d13-200c-4cf7-9587-05a4a3d035e2,11413,490,12.18,2024-12-18 08:26:41,Hyderabad,0
5aa81fda-a990-408e-915c-aa2419ce5e91,13821,4403,46.9,2024-08-05 11:48:40,Hyderabad,0
21480978-be5a-4fbe-bf92-4bc46ca4a573,4144,3046,18.5,2024-11-27 07:52:23,Ahmedabad,0
ca6be52b-3252-417b-9a86-13dd89cf2d65,8567,3172,35.29,2024-04-17 13:07:32,Hyderabad,1
885fdfa7-e0b8-4763-85ac-e75290422778,17571,587,54.38,2024-09-10 00:27:56,Mumbai,0
a881af5b-2f37-410a-a5fd-b01b0913140c,4294,1209,2.99,2024-11-30 06:20:18,Hyderabad,0
01a1922d-3f85-48ec-a573-7a7e1f40e63a,2269,2222,45.06,2024-03-12 04:34:26,Pune,0
cbf8d447-6e17-41be-9dfe-247aa592075a,18045,3952,25.0,2024-09-10 08:17:39,Kolkata,0
720d1d78-1fc8-4705-b7d8-2b9e5110e92c,6394,3405,15.18,2024-06-22 00:24:49,Bengaluru,0
7140fa5f-5d47-4151-938a-a9c37fc12afd,2157,2348,10.91,2024-10-24 13:04:47,Jaipur,1
97c3f23e-a9c9-4237-9d2f-b18165d85f90,13788,755,10.88,2024-06-09 09:48:38,Mumbai,0
3405ae02-7f55-4319-962c-1988c052775a,12684,686,1.43,2024-05-14 14:06:42,Jaipur,0
768b28e7-ed30-4cbd-9865-d78b5d7985d4,489,3833,21.19,2024-09-17 05:44:45,Pune,1
7a3fe680-38eb-49c8-899b-62f5b02a488f,19094,1600,47.24,2024-09-16 23:07:16,Bengaluru,0
7cb76c0e-3d3d-4bfb-89ce-804e22a9e9a5,6654,2618,80.91,2024-04-08 13:43:19,Mumbai,0
555ae73d-1e13-48bb-a057-d8e808cd72d2,10523,2700,10.22,2024-10-28 18:53:57,Bengaluru,0
776f4623-0641-4102-85e9-4b23a1fdde6d,16160,3100,8.99,2024-04-20 10:33:43,Kolkata,0
dde72618-be0e-4983-8846-81a429916030,10441,2534,14.14,2024-06-22 15:19:23,Lucknow,0
c803ee06-23c4-4403-9842-482e5fa80e2d,15445,1722,5.52,2024-06-22 18:35:18,Ahmedabad,0
55a019c3-0ac8-4f2c-bbf8-001cdbf0b980,14886,1690,86.99,2024-03-25 20:24:40,Chennai,0
e28152ed-52cc-4324-b23d-714200b0bb12,3912,3942,80.12,2024-03-30 16:15:06,Delhi,0
b721bb08-48ab-4d63-a983-14a0e5dbb8b3,10679,153,13.43,2024-03-04 02:13:49,Hyderabad,0
1b99c74c-cf2a-4413-92d0-7c51733e8a0b,16662,32,14.06,2024-04-27 07:15:38,Jaipur,0
482aba7f-a047-4e0b-a148-2e82a80e8b45,1281,3234,68.67,2024-12-27 12:33:23,Kolkata,0
